Date,S&P PUT-CALL RATIO,S&P PUT VOLUME,S&P CALL VOLUME,PREV. DAY OPEN INTEREST
2015-04-01,2.23,589907.0,263953.0,853860.0
2015-04-02,1.9,467960.0,246850.0,714810.0
2015-04-06,2.09,400368.0,191699.0,592067.0
2015-04-07,1.58,413645.0,261044.0,674689.0
2015-04-08,2.17,385557.0,178080.0,563637.0
2015-04-09,1.88,473007.0,251393.0,724400.0
2015-04-10,2.04,667892.0,326646.0,994538.0
2015-04-13,1.55,424125.0,274456.0,698581.0
2015-04-14,1.9,443842.0,233525.0,677367.0
2015-04-15,1.53,594675.0,388759.0,983434.0
2015-04-16,1.62,463949.0,286843.0,750792.0
2015-04-17,2.46,819693.0,333427.0,1153120.0
2015-04-20,2.01,332148.0,165098.0,497246.0
2015-04-21,1.72,382469.0,222436.0,604905.0
2015-04-22,2.01,400890.0,199217.0,600107.0
2015-04-23,2.16,536192.0,248554.0,784746.0
2015-04-24,1.44,558373.0,386993.0,945366.0
2015-04-27,2.01,500823.0,248863.0,749686.0
2015-04-28,1.53,317604.0,207558.0,525162.0
2015-04-29,1.85,478893.0,259474.0,738367.0
2015-04-30,2.14,666001.0,310820.0,976821.0
2015-05-01,1.87,694633.0,372035.0,1066668.0
2015-05-04,2.38,448116.0,188339.0,636455.0
2015-05-05,2.14,488655.0,228035.0,716690.0
2015-05-06,1.86,614448.0,330094.0,944542.0
2015-05-07,1.66,515907.0,309952.0,825859.0
2015-05-08,1.66,661166.0,398738.0,1059904.0
2015-05-11,1.97,447549.0,227239.0,674788.0
2015-05-12,2.74,598879.0,218570.0,817449.0
2015-05-13,1.9,367605.0,192969.0,560574.0
2015-05-14,1.33,562169.0,424206.0,986375.0
2015-05-15,2.39,578090.0,241470.0,819560.0
2015-05-18,1.85,520762.0,281179.0,801941.0
2015-05-19,1.54,351924.0,228105.0,580029.0
2015-05-20,2.32,489025.0,210718.0,699743.0
2015-05-21,1.57,412380.0,263005.0,675385.0
2015-05-22,1.97,537103.0,272984.0,810087.0
2015-05-26,1.96,599426.0,305688.0,905114.0
2015-05-27,1.6,470704.0,293684.0,764388.0
2015-05-28,2.17,454184.0,209548.0,663732.0
2015-05-29,2.67,699302.0,262324.0,961626.0
2015-06-01,1.71,430782.0,251751.0,682533.0
2015-06-02,2.45,487200.0,199211.0,686411.0
2015-06-03,1.8,370701.0,205937.0,576638.0
2015-06-04,2.98,897940.0,301140.0,1199080.0
2015-06-05,2.15,770510.0,358713.0,1129223.0
2015-06-08,1.92,566791.0,294443.0,861234.0
2015-06-09,2.09,533464.0,255580.0,789044.0
2015-06-10,2.01,582371.0,289198.0,871569.0
2015-06-11,1.95,475568.0,243259.0,718827.0
2015-06-12,1.91,699050.0,365477.0,1064527.0
2015-06-15,1.8,531801.0,294662.0,826463.0
2015-06-16,1.58,456344.0,288588.0,744932.0
2015-06-17,2.15,589702.0,274872.0,864574.0
2015-06-18,1.31,743906.0,569298.0,1313204.0
2015-06-19,2.47,659634.0,266708.0,926342.0
2015-06-22,1.88,509817.0,271867.0,781684.0
2015-06-23,2.34,407139.0,174027.0,581166.0
2015-06-24,1.91,507046.0,265931.0,772977.0
2015-06-25,1.74,475257.0,273236.0,748493.0
2015-06-26,1.87,684202.0,366378.0,1050580.0
2015-06-29,2.63,1161392.0,442152.0,1603544.0
2015-06-30,2.03,841998.0,413760.0,1255758.0
2015-07-01,2.26,691104.0,305498.0,996602.0
2015-07-02,2.33,679304.0,291305.0,970609.0
2015-07-06,1.99,591618.0,297892.0,889510.0
2015-07-07,1.64,723504.0,439936.0,1163440.0
2015-07-08,3.11,787358.0,253229.0,1040587.0
2015-07-09,2.29,742949.0,324976.0,1067925.0
2015-07-10,1.9,807304.0,424485.0,1231789.0
2015-07-13,2.12,785084.0,370682.0,1155766.0
2015-07-14,1.52,514044.0,338021.0,852065.0
2015-07-15,1.58,546163.0,344618.0,890781.0
2015-07-16,1.25,763738.0,612200.0,1375938.0
2015-07-17,1.99,632086.0,316988.0,949074.0
2015-07-20,1.69,526200.0,310797.0,836997.0
2015-07-21,1.83,484429.0,264525.0,748954.0
2015-07-22,2.04,580781.0,284726.0,865507.0
2015-07-23,1.68,565254.0,337052.0,902306.0
2015-07-24,2.57,1015436.0,394892.0,1410328.0
2015-07-27,2.43,771627.0,317165.0,1088792.0
2015-07-28,1.9,577548.0,304107.0,881655.0
2015-07-29,1.75,460356.0,263240.0,723596.0
2015-07-30,1.42,432168.0,305144.0,737312.0
2015-07-31,2.26,663875.0,294281.0,958156.0
2015-08-03,1.86,535950.0,288574.0,824524.0
2015-08-04,2.12,376869.0,178053.0,554922.0
2015-08-05,2.1,448775.0,214053.0,662828.0
2015-08-06,1.82,724607.0,397880.0,1122487.0
2015-08-07,2.06,866181.0,419724.0,1285905.0
2015-08-10,1.85,496603.0,268869.0,765472.0
2015-08-11,2.1,689019.0,328536.0,1017555.0
2015-08-12,1.91,860969.0,451786.0,1312755.0
2015-08-13,2.17,564548.0,260085.0,824633.0
2015-08-14,2.26,570668.0,252936.0,823604.0
2015-08-17,1.51,482255.0,318562.0,800817.0
2015-08-18,1.57,501338.0,319422.0,820760.0
2015-08-19,1.89,971127.0,514928.0,1486055.0
2015-08-20,2.34,1359275.0,581975.0,1941250.0
2015-08-21,3.42,2312576.0,676857.0,2989433.0
2015-08-24,3.77,1978736.0,524873.0,2503609.0
2015-08-25,2.39,1439911.0,602432.0,2042343.0
2015-08-26,2.52,1447340.0,574290.0,2021630.0
2015-08-27,2.2,1224279.0,557050.0,1781329.0
2015-08-28,2.13,868791.0,408681.0,1277472.0
2015-08-31,2.39,821145.0,343518.0,1164663.0
2015-09-01,2.53,1037798.0,409810.0,1447608.0
2015-09-02,2.48,725235.0,292644.0,1017879.0
2015-09-03,1.73,690016.0,398871.0,1088887.0
2015-09-04,2.87,988928.0,345173.0,1334101.0
2015-09-08,1.83,657876.0,359283.0,1017159.0
2015-09-09,1.95,613649.0,315279.0,928928.0
2015-09-10,1.76,705566.0,401398.0,1106964.0
2015-09-11,1.95,834139.0,428075.0,1262214.0
2015-09-14,1.61,458985.0,285581.0,744566.0
2015-09-15,1.45,644680.0,443678.0,1088358.0
2015-09-16,1.98,929029.0,469562.0,1398591.0
2015-09-17,1.48,742649.0,502115.0,1244764.0
2015-09-18,1.83,835855.0,456010.0,1291865.0
2015-09-21,1.99,638901.0,320579.0,959480.0
2015-09-22,1.65,687226.0,416893.0,1104119.0
2015-09-23,1.51,599624.0,396198.0,995822.0
2015-09-24,1.57,631425.0,402826.0,1034251.0
2015-09-25,2.08,783200.0,377298.0,1160498.0
2015-09-28,2.04,896283.0,439711.0,1335994.0
2015-09-29,1.87,679901.0,362800.0,1042701.0
2015-09-30,1.52,600729.0,393959.0,994688.0
2015-10-01,1.58,562686.0,356365.0,919051.0
2015-10-02,1.97,797636.0,403973.0,1201609.0
2015-10-05,1.52,738076.0,484312.0,1222388.0
2015-10-06,1.77,624544.0,353493.0,978037.0
2015-10-07,1.65,714718.0,431899.0,1146617.0
2015-10-08,1.36,671585.0,492709.0,1164294.0
2015-10-09,1.21,725735.0,599142.0,1324877.0
2015-10-12,1.96,418624.0,214090.0,632714.0
2015-10-13,1.53,582410.0,380149.0,962559.0
2015-10-14,1.74,703043.0,404598.0,1107641.0
2015-10-15,1.73,726176.0,419233.0,1145409.0
2015-10-16,2.11,600970.0,284694.0,885664.0
2015-10-19,1.55,516859.0,333994.0,850853.0
2015-10-20,1.72,530750.0,309093.0,839843.0
2015-10-21,1.98,654047.0,331005.0,985052.0
2015-10-22,1.25,703100.0,563859.0,1266959.0
2015-10-23,1.1,940953.0,858823.0,1799776.0
2015-10-26,1.43,362508.0,252878.0,615386.0
2015-10-27,1.88,516973.0,274749.0,791722.0
